uuid,source,orig_id,snap_dist,u,v,key,osmid,oneway,lanes,name,highway,type_highway,maxspeed,junction,length,from,to,ref,tunnel,bridge,service,access,road_width,est_width
6b0a4499-dc9a-414c-93ae-8e9a09586f14,Mapillary,793894076270753,0.139268472773868,3213216.0,1557557219.0,0.0,"[24855090, 343940886, 343940887]",True,1,Kolbstraße,residential,drive,30,,85.05799999999999,3213216.0,1557557219.0,,,,,,9.3,
91d41904-78c8-48fe-a998-c97fe080b6a5,Mapillary,1636244633886113,1.3288272894192186,3213186.0,4086371282.0,0.0,432379968,False,,Tübinger Straße,residential,drive,30,,36.81,4086371282.0,3213186.0,,,,,,11,
c925c39e-92eb-465c-aced-78d31923f33d,Mapillary,512530591218092,0.4665893492019375,20850510.0,1054797052.0,0.0,78793671,True,2,Gymnasiumstraße,residential,drive,20,,28.547,1054797052.0,20850510.0,B 27a,,,,,6.5,
8f9298ef-16f1-43a6-893c-790fcdc374c3,Mapillary,1123236775423508,4.490568171009259,2867987538.0,5535655477.0,0.0,"[668628225, 25135278]",False,4,Silberburgstraße,tertiary,drive,40,,91.019,5535655477.0,2867987538.0,,,,,,12,
528045df-6732-49ff-99d5-c9b58757425f,Mapillary,810689991036944,2.874581686614529,3212329.0,3971371772.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,81.92099999999999,3971371772.0,3212329.0,,,,,,5.5,
a864b0c8-d837-455f-a7b7-62f6e6efab48,Mapillary,1490690524873934,0.0228596027952175,303789182.0,3971371772.0,0.0,"[27660418, 394113996, 394113997, 394113998, 1068429455, 403057177]",False,,Tübinger Straße,"['footway', 'steps']",walk,20,,77.691,3971371772.0,303789182.0,,building_passage,,,,5.5,
ab656818-aed5-4b91-9e00-b53312237b25,Mapillary,1016292736179854,3.1008037923721115,2867987538.0,5535655477.0,0.0,"[668628225, 25135278]",False,4,Silberburgstraße,tertiary,drive,40,,91.019,5535655477.0,2867987538.0,,,,,,12,
065a5b8d-b295-41ab-954e-7e5142caab24,Mapillary,1528953101386917,4.8276200819810775,12722802.0,253227967.0,0.0,23387470,False,,Möhringer Straße,living_street,walk/cycle,,,81.713,253227967.0,12722802.0,,,,,,,
e936f57d-f572-474f-9bba-0fa4ff9f2933,Mapillary,1226108328399515,3.603684836617616,18240912.0,873923941.0,0.0,233098541,False,,Königstraße,residential,drive,20,,39.137,873923941.0,18240912.0,,yes,,,,6.5,
953e130c-8f62-4cbf-ae72-de5d42526543,Mapillary,2202291653442849,1.5426025590482206,3594569096.0,3971371772.0,0.0,150035026,False,2,Tübinger Straße,residential,drive,20,,17.461,3971371772.0,3594569096.0,,building_passage,,,,5.5,
24f22f3a-c225-402e-983b-5b36483c5a12,Mapillary,495116739558173,7.078361344469863,7274535377.0,7274535381.0,0.0,"[49153977, 143986299, 160214724]",False,,,"['footway', 'steps']",walk,,,13.132,7274535381.0,7274535377.0,,yes,,,,3,
9ca8022d-6da2-47ac-a724-dbb518133f90,Mapillary,293274527141232,0.8421816110989246,20850510.0,3916219491.0,0.0,314934327,True,2,Theodor-Heuss-Straße,primary,drive,40,,82.941,3916219491.0,20850510.0,B 27a,,,,,,
88c4a9aa-dbc8-4774-baa1-2137d488e2eb,Mapillary,808654611395810,1.3845721921429357,4141747341.0,4362198429.0,0.0,"[432575528, 432575531]",False,,Tübinger Straße,residential,drive,30,,79.89,4362198429.0,4141747341.0,,,,,,11,
5fe50324-4f93-46b4-84b4-af6a80ab7ef9,Mapillary,1141380350462377,0.9172322919363766,352864054.0,425953452.0,0.0,9719608,False,,Silberburgstraße,residential,drive,30,,152.95499999999998,425953452.0,352864054.0,,,,,,11,
f722c9ce-985f-476d-a27f-125a0b781401,Mapillary,1845369749201770,2.275773326465992,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,,,,,,
a8067ad6-8174-4943-8c27-9cdd84465dc8,Mapillary,1116636062744781,3.615027655124435,12620706.0,288868464.0,0.0,990446427,True,"['2', '3']",Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
462d4b94-dc8f-4cf3-950d-8cbbd444cca0,Mapillary,1901209713727210,5.717445013953041,12620706.0,288868464.0,0.0,990446427,True,,Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
228324d5-f75a-44fc-a507-dd424db71d5d,Mapillary,386651834402763,3.1264587334121683,2959800595.0,11998825526.0,0.0,1278163209,True,,Augustenstraße,residential,drive,30,,74.581,11998825526.0,2959800595.0,,,,,,9.5,
1b5e36ee-c14e-4cad-a24e-dd26ac687db2,Mapillary,1767085913695726,2.076434834353087,2612510703.0,11949582231.0,0.0,30264857,False,2,Silberburgstraße,tertiary,drive,40,,105.497,11949582231.0,2612510703.0,,,,,,11.8,
55ca5c66-e156-4274-832b-f7705a47e25c,Mapillary,1905888796581741,5.660647683583546,183633619.0,3210020769.0,0.0,"[548401697, 816311739]",True,2,Theodor-Heuss-Straße,primary,drive,40,,81.00299999999999,3210020769.0,183633619.0,B 27a,,,,,,
03fcf082-7a5e-4f82-b718-4476e1f56056,Mapillary,793894312831438,8.806028621452533,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
30d5e3ca-30f9-43a1-84da-507faf7477cd,Mapillary,1486325605606037,4.885146963350921,322860302.0,2292914529.0,0.0,9719608,False,,Silberburgstraße,residential,drive,30,,44.248,2292914529.0,322860302.0,,,,,,11,
37624ee4-bd61-40d2-960a-1fbe4d3272e4,Mapillary,338989805744876,3.783367209812647,12620706.0,288868464.0,0.0,990446427,True,"['2', '3']",Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
980d1b4f-3ee7-45aa-8919-56d1e6316032,Mapillary,1186054222401723,2.1603825673252013,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,,,,,,
a784b444-bd93-427f-b64c-3ba13467c729,Mapillary,1517848098805132,3.3664683826971946,3212329.0,20849971.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,88.302,20849971.0,3212329.0,,,,,,5.5,
1e962a7d-3314-429b-a913-b577f98876a7,Mapillary,514093367619575,1.458791669932478,3213186.0,3213198.0,0.0,432379968,False,1,Tübinger Straße,residential,drive,30,,49.88,3213198.0,3213186.0,,,,,,11,
9001efdd-9541-4a1c-a453-568efdad762f,Mapillary,1013173797055471,1.021422603583245,3213198.0,8704981821.0,0.0,432575530,False,1,Tübinger Straße,residential,drive,30,,12.962,8704981821.0,3213198.0,,,,,,11,
0991cf18-220b-42dd-9fb7-1923179c6a60,Mapillary,734321508740737,1.8814872787677004,2331120813.0,7593104854.0,0.0,323853910,False,2,Tübinger Straße,footway,walk,30,,117.317,7593104854.0,2331120813.0,B 27a,,yes,,,6,
a6ce2abd-0570-40a7-a6f5-f238dc76618b,Mapillary,1013004473858848,7.727954914678573,2867987538.0,5535655477.0,0.0,"[668628225, 25135278]",False,4,Silberburgstraße,tertiary,drive,40,,91.019,5535655477.0,2867987538.0,,,,,,12,
a8b762b4-ee7b-4604-9e24-d722ec9ad765,Mapillary,809330924508235,2.874630307117648,803772312.0,2612510703.0,0.0,23279099,True,1,Herzogstraße,residential,drive,30,,14.511,2612510703.0,803772312.0,,,,,,9.5,
51ed294f-20e0-4da8-98c2-65467743f0f8,Mapillary,1444780036175442,0.4630090128040907,20850565.0,5360386171.0,0.0,315802357,True,2,Theodor-Heuss-Straße,primary,drive,40,,68.013,5360386171.0,20850565.0,B 27a,,,,,,
ed13cbae-2ecf-43e7-8c9f-82c638286142,Mapillary,3736845379919533,1.922734041134029,31125032.0,1353103086.0,0.0,4067208,False,,Weimarstraße,residential,drive,30,,85.94800000000001,1353103086.0,31125032.0,,,,,,,
6a9da74f-c019-4bf1-a9bc-ea80d7b93081,Mapillary,1835432766979227,0.7176186055327861,3213181.0,4362198427.0,0.0,"[432575528, 360779694]",False,,Tübinger Straße,residential,drive,30,,53.111,4362198427.0,3213181.0,,,,,,11,
55c9347e-c46f-49ec-b734-74e2ab88d09f,Mapillary,827502552394875,0.1985810242853871,20850565.0,5360386171.0,0.0,315802357,True,2,Theodor-Heuss-Straße,primary,drive,40,,68.013,5360386171.0,20850565.0,B 27a,,,,,,
a52272b1-9014-47bf-84d4-377ea2c997da,Mapillary,445741698265987,1.7520832396191797,20849971.0,78612649.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,20.063,78612649.0,20849971.0,,building_passage,,,,5.5,
83f70a07-bbfb-4a3f-b136-7759438bf93b,Mapillary,1498096207457621,0.243225877988145,7159942.0,8944465424.0,0.0,1278163207,True,,Augustenstraße,residential,drive,30,,23.342,8944465424.0,7159942.0,,,,,,9.5,
03859fc5-8c28-477e-adf3-b6d39d9f482d,Mapillary,1904997549921392,3.922198210622821,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
31355707-2d57-46fe-8377-bcf611c46e41,Mapillary,886442456653451,1.445716210029631,1621863018.0,4361733472.0,0.0,136067100,False,5,Rotebühl-Passage,footway,walk,40,,32.254999999999995,4361733472.0,1621863018.0,,yes,,,,3,
e8326152-b5a9-4962-b82e-98d8606289cd,Mapillary,1185824712613305,2.871769041047428,31125032.0,277469870.0,0.0,614742734,False,,Weimarstraße,residential,drive,30,,62.5,277469870.0,31125032.0,,,,,,,
213e00b2-fb72-4188-93e3-097b55d4f4a0,Mapillary,404532008673757,3.022961812883948,3212329.0,78613509.0,0.0,364203904,True,,Sophienstraße,residential,drive,20,,85.666,78613509.0,3212329.0,,,,,,5,
3dfbe8be-0d6a-476a-b663-2f958e8720f7,Mapillary,3873596049541841,9.020824506027909,4568962.0,3971421576.0,0.0,281345970,False,3,Herzogstraße,residential,drive,30,,20.788,3971421576.0,4568962.0,,,,driveway,,10,
808971c2-e0d8-4262-9398-f9584bc61d7b,Mapillary,483897100964715,4.120046394058716,12620706.0,288868464.0,0.0,990446427,True,,Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
f36ee55e-a089-480b-80b1-5c1b8bc783f3,Mapillary,458200636823164,1.8040641522718173,288868464.0,12010077070.0,0.0,1278163206,True,,Augustenstraße,residential,drive,30,,51.934,12010077070.0,288868464.0,,,,,,9.5,
bea0c3c0-d74d-4293-8296-315ea25ad7bb,Mapillary,1129181914811982,1.6437471722150367,3213181.0,4086371282.0,0.0,432379968,False,,Tübinger Straße,residential,drive,30,,12.517,4086371282.0,3213181.0,,,,,,11,
10438757-bf68-4f83-a1ca-55a6f1028bc5,Mapillary,1533701030832803,1.3744935174012651,3212329.0,20849971.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,88.302,20849971.0,3212329.0,,,,,,5.5,
7cc8d460-1ad1-4318-8de2-c1d3dddced1d,Mapillary,1636858893780548,1.5888748138827669,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,,,,,,
b36da480-3e97-474f-9928-df08ffa53276,Mapillary,1504172423519507,2.6710793224115874,20850116.0,69420273.0,0.0,4067011,True,2,Paulinenstraße,residential,drive,30,,43.817,20850116.0,69420273.0,B 27a,,yes,,,6,
696c5933-c401-4697-b317-933c8c8fe1e2,Mapillary,1197354294795519,1.647178224959769,299607355.0,1286347115.0,0.0,3992680,False,2,Marienplatz,tertiary,drive,50,,30.191000000000003,1286347115.0,299607355.0,,,,,,,
c3c70cd7-9559-419d-9a85-39f1a64980fb,Mapillary,496922339562256,0.9665127777316496,3213181.0,4362198427.0,0.0,"[432575528, 360779694]",False,,Tübinger Straße,residential,drive,30,,53.111,4362198427.0,3213181.0,,,,,,11,
db76001f-79e5-4bd4-967d-1b34d60f713b,Mapillary,818376053260825,3.783367209812647,12620706.0,288868464.0,0.0,990446427,True,"['2', '3']",Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
e2facee0-8538-4499-9391-848a140eed1b,Mapillary,1139489953990083,2.6453542998811583,3213216.0,1557557230.0,0.0,432575532,False,,Tübinger Straße,residential,drive,30,,109.998,1557557230.0,3213216.0,,,,,,11,
30134d17-c59b-480d-962e-b94e5866a9a0,Mapillary,502616792448097,1.8837712368338533,12620706.0,5535655477.0,0.0,"[52120865, 990446428, 343691335]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,121.374,5535655477.0,12620706.0,,,,,,,
74de32b5-92b9-4608-9083-df594d4d608c,Mapillary,1267658924224627,0.9293826239529592,4141747341.0,4362198429.0,0.0,"[432575528, 432575531]",False,,Tübinger Straße,residential,drive,30,,79.89,4362198429.0,4141747341.0,,,,,,11,
77da81e7-568f-4e17-a4b0-b57c5d81cc7e,Mapillary,1160342225205008,3.1985092640440715,31125032.0,277469870.0,0.0,614742734,False,,Weimarstraße,residential,drive,30,,62.5,277469870.0,31125032.0,,,,,,,
1ffe156c-9d49-4e64-938a-7b330b806741,Mapillary,355391310924752,0.3336723041867283,352864054.0,425953452.0,0.0,9719608,False,,Silberburgstraße,residential,drive,30,,152.95499999999998,425953452.0,352864054.0,,,,,,11,
c97d49f4-4771-4fd0-9c96-e0bb5d0dcc73,Mapillary,3266523116988454,1.1943196989602436,12620698.0,4358898120.0,0.0,120582805,False,2,Silberburgstraße,tertiary,drive,40,,43.213,4358898120.0,12620698.0,,,,,,12,
1724ab5a-0b18-46fb-9918-11328ea57dcd,Mapillary,803449345266100,3.89582995474102,4569218.0,2612510703.0,0.0,"[255570073, 362839203]",True,1,Gutenbergstraße,residential,drive,30,,69.968,2612510703.0,4569218.0,,,,,,"['8.5', '7']",
71a55d63-4d59-43a7-85e4-e833b077120a,Mapillary,460665180242567,3.9155476010974857,444569581.0,4378853609.0,0.0,697633614,False,,Königstraße,footway,walk,20,,23.089,4378853609.0,444569581.0,,yes,,,,6.5,
28763b6a-e2f8-43ad-b13c-977a8ff242b8,Mapillary,2959983800831854,0.2980665028920273,3212329.0,78613509.0,0.0,364203904,True,,Sophienstraße,residential,drive,20,,85.666,78613509.0,3212329.0,,,,,,5,
abe46016-6b40-48fe-8c2f-151d96fa2790,Mapillary,8210629562333882,1.5074303685412704,7914212.0,7914214.0,0.0,1034750271,False,,Silberburgstraße,residential,drive,30,,144.755,7914214.0,7914212.0,,,,,,,
a62adfa9-98ad-47bb-890d-0289edfeaf11,Mapillary,465040316140457,5.448837763949811,10179179572.0,10278314049.0,0.0,373750686,False,2,Theodor-Heuss-Straße,footway,walk,40,,71.22200000000001,10278314049.0,10179179572.0,B 27a,,,,,,
ac79b48e-0e6f-48e2-a897-18025d9fba0d,Mapillary,1311640493623239,1.5210793004907912,3213224.0,1286347115.0,0.0,3992680,False,2,Marienplatz,tertiary,drive,50,,41.998,1286347115.0,3213224.0,,,,,,3,
f80d5617-c22a-4fba-bdbc-ab0c8ad253da,Mapillary,342532445565292,2.872337019801164,10179179572.0,10278314049.0,0.0,373750686,False,2,Theodor-Heuss-Straße,footway,walk,40,,71.22200000000001,10278314049.0,10179179572.0,B 27a,yes,,,,,
ffe97580-0d62-4dec-b3bc-cba6e4810dc8,Mapillary,360711283707360,2.381869710536335,1353816431.0,3971421576.0,0.0,"[281345969, 281345970, 1205722315, 1205722316]",False,3,Herzogstraße,residential,drive,30,,44.92,3971421576.0,1353816431.0,,,,,,10,
da99fd9c-8a91-4259-8018-ca6a5998026d,Mapillary,865346142281951,3.0121692937134283,3603201026.0,3762698378.0,0.0,372720346,False,2,Tübinger Straße,residential,drive,30,,31.635,3762698378.0,3603201026.0,,,,,,10,
84a6eab2-e10c-4154-a4ea-23a629e583cc,Mapillary,502619592302408,0.678735052392528,322860294.0,425953452.0,0.0,9719608,False,3,Silberburgstraße,residential,drive,30,,16.747,425953452.0,322860294.0,,,,,,11,
5d0a8a32-7ba3-44f0-b10b-460ee907d779,Mapillary,792639996373572,3.467865764825987,78617380.0,3658248709.0,0.0,404588917,False,,Tübinger Straße,residential,drive,20,,22.506,3658248709.0,78617380.0,,,,,,5.5,
89fd22ee-cace-4926-a0a1-2e7423a46712,Mapillary,1913819369121677,1.1457766295140344,4141747341.0,4362198429.0,0.0,"[432575528, 432575531]",False,,Tübinger Straße,residential,drive,30,,79.89,4362198429.0,4141747341.0,,,,,,11,
2b84e9d0-c842-4bce-afdd-94d87f4d21d0,Mapillary,826162869189770,2.263725830100845,3212462.0,249578202.0,0.0,346762344,False,,Tübinger Straße,path,walk/cycle,30,,26.816,249578202.0,3212462.0,,,,,,4,
d9a8aae5-55a4-42ad-b9b5-49290549397a,Mapillary,1675949369889552,5.812165979018963,20850513.0,3728206896.0,0.0,"[361333290, 673799125, 368981887]",False,4,Rotebühlplatz,residential,drive,40,,68.59100000000001,3728206896.0,20850513.0,,,,,,,
3bbf9f8a-b03c-477b-94b0-ba61f0894963,Mapillary,1022734509458385,3.349233046844536,31125032.0,1353103086.0,0.0,4067208,False,,Weimarstraße,residential,drive,30,,85.94800000000001,1353103086.0,31125032.0,,,,,,8.5,
01f6b18b-fc19-4230-9cb9-16788a2e8433,Mapillary,1521861985065329,3.547148511628421,12620698.0,31125046.0,0.0,614517311,False,,Leuschnerstraße,residential,drive,30,,95.46,31125046.0,12620698.0,,,,,,9,
681809ff-7245-4792-94df-34094d749cb0,Mapillary,2151998001851034,5.54894485756829,20850513.0,3728206896.0,0.0,"[361333290, 673799125, 368981887]",False,4,Rotebühlplatz,residential,drive,40,,68.59100000000001,3728206896.0,20850513.0,,,,,,8,
da6a4e97-1a2e-4a83-91ac-9d56b135859e,Mapillary,1126870691911893,5.169969975656992,7274535377.0,7274535381.0,0.0,"[49153977, 143986299, 160214724]",False,,,"['footway', 'steps']",walk,,,13.132,7274535381.0,7274535377.0,,yes,,,,3,
6de76e1f-641f-49c1-a13d-0c10152660e1,Mapillary,774426651566530,0.1004656918814787,12620706.0,5535655477.0,0.0,"[52120865, 990446428, 343691335]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,121.374,5535655477.0,12620706.0,,,,,,,
f963732b-799f-4cf7-a9e5-da10cc4cad79,Mapillary,1497506410856042,1.0654959501521577,322860294.0,2867987538.0,0.0,668628225,False,4,Silberburgstraße,tertiary,drive,40,,23.009,2867987538.0,322860294.0,,,,,,12,
acb10deb-ba2e-485b-8d68-d494455cd818,Mapillary,1538189077041584,0.7552203260116866,3213211.0,4315787106.0,0.0,"[432575529, 432379967]",True,1,Tübinger Straße,residential,drive,30,,136.136,3213211.0,4315787106.0,,,,,,"['9.5', '4']",
d0ce05c5-0f4b-4fd1-a851-c231c3ffe562,Mapillary,485208180539923,9.913282913894909,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
ffe4b05a-88ae-49d0-a7c0-fb6a96812081,Mapillary,3281170642191384,1.9436348772054188,3213216.0,3653281878.0,0.0,32812908,False,2,Tübinger Straße,residential,drive,30,,75.745,3653281878.0,3213216.0,,,,,,11,
687383df-7f51-4d0d-8b50-78574256aa58,Mapillary,484410600611603,0.2038190713708627,8944465424.0,11978044706.0,0.0,1278163207,True,,Augustenstraße,residential,drive,30,,68.45700000000001,11978044706.0,8944465424.0,,,,driveway,,9.5,
f61ebaeb-7b00-4343-8ded-470b4f30cd79,Mapillary,808490038055519,3.708343670163567,1746675040.0,1746675044.0,0.0,"[220891978, 912291046]",False,3,Silberburgstraße,tertiary,drive,40,,13.74,1746675044.0,1746675040.0,,,,,,,
63245b52-f149-46ac-a15c-0b7ff27e44ee,Mapillary,790870762845115,5.681947081012105,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
7ba61fba-3166-4f73-b898-d71cfa1e702c,Mapillary,1021122959746124,3.633971528357416,12722802.0,246647970.0,0.0,1153475476,False,,Möhringer Straße,residential,drive,30,,45.732,246647970.0,12722802.0,,,,,,7.5,
61fc9dae-db35-493a-bb57-dd211cbffa94,Mapillary,1175235617003984,1.1589599417764531,20850510.0,3916219491.0,0.0,314934327,True,2,Theodor-Heuss-Straße,primary,drive,40,,82.941,3916219491.0,20850510.0,B 27a,,,,,,
7bd6e604-1edf-40ec-8c8f-c9a50a546a8c,Mapillary,1150377996223040,3.6879521544221374,10179179572.0,10278314049.0,0.0,373750686,False,2,Theodor-Heuss-Straße,footway,walk,40,,71.22200000000001,10278314049.0,10179179572.0,B 27a,yes,,,,,
5b657042-a75f-4397-8fe0-90b1781964a2,Mapillary,448863698019846,2.6209171920122127,20849973.0,873923941.0,0.0,233098541,False,,Königstraße,residential,drive,20,,48.154,873923941.0,20849973.0,,,,,,6.5,
355ec748-4db9-47ef-b956-de2ebcc9ce8a,Mapillary,1055704089315581,1.152653141257085,3213211.0,4315787106.0,0.0,"[432575529, 432379967]",True,1,Tübinger Straße,residential,drive,30,,136.136,3213211.0,4315787106.0,,,,,,"['9.5', '4']",
25f88642-7523-4e2f-bc6c-2aaebf6862c4,Mapillary,2300899786921342,0.1352267238047241,352864054.0,425953452.0,0.0,9719608,False,,Silberburgstraße,residential,drive,30,,152.95499999999998,425953452.0,352864054.0,,,,,,11,
ce73be36-b010-4841-8f80-f9ff8dad01e7,Mapillary,1504420020459826,6.910520586158592,7274535377.0,7274535381.0,0.0,"[49153977, 143986299, 160214724]",False,,,"['footway', 'steps']",walk,,,13.132,7274535381.0,7274535377.0,,yes,,,,3,
07b65523-e366-45d1-a1d6-483a2e1f80ba,Mapillary,7975848345811311,2.126620297861101,1746675011.0,5814515233.0,0.0,343685697,False,3,Silberburgstraße,residential,drive,30,,20.554,5814515233.0,1746675011.0,,,,driveway,,,
dec9cb3a-dfbe-4e59-ab21-c208c9229688,Mapillary,1675601256602245,3.435313430799704,31125032.0,1353103086.0,0.0,4067208,False,,Weimarstraße,residential,drive,30,,85.94800000000001,1353103086.0,31125032.0,,,,,,,
b360b31b-644a-4b51-8f4e-13139ac9e665,Mapillary,502150862474693,2.176992040408268,18240912.0,873923941.0,0.0,233098541,False,,Königstraße,residential,drive,20,,39.137,873923941.0,18240912.0,,yes,,,,6.5,
369e905e-b42e-4447-ac8d-1c56f90bdfac,Mapillary,3670051336601392,0.094345948229885,3212329.0,3971371772.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,81.92099999999999,3971371772.0,3212329.0,,,,,,5.5,
69f6a347-4e4a-4740-a862-d5bb019efcde,Mapillary,8586720808008796,3.137154079494811,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,,,,,,
c349f8f8-0449-48af-b532-764bad55d7f4,Mapillary,1044575964039146,1.3573432519578552,3213186.0,3213198.0,0.0,432379968,False,1,Tübinger Straße,residential,drive,30,,49.88,3213198.0,3213186.0,,,,,,11,
0d7bc7e4-29e5-4baf-9a18-3a058facabf5,Mapillary,1011542880635466,3.143901618121485,3212329.0,20849971.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,88.302,20849971.0,3212329.0,,,,,,5.5,
fbafa506-280d-4247-888f-f2e5146a8809,Mapillary,1164023448154531,1.6432707809802312,20850512.0,3771682702.0,0.0,"[417405881, 417405879]",True,2,Theodor-Heuss-Straße,primary,drive,40,,29.388,3771682702.0,20850512.0,B 27a,yes,,,,3,
8c8442f0-7947-4d1a-8f2e-1d4655e02290,Mapillary,1459734201318891,3.783367209812647,12620706.0,288868464.0,0.0,990446427,True,"['2', '3']",Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
52dbfcc2-0119-4249-b50a-6b2c378a0cb9,Mapillary,1005900204593259,1.532815686838476,4141747341.0,4362198429.0,0.0,"[432575528, 432575531]",False,,Tübinger Straße,residential,drive,30,,79.89,4362198429.0,4141747341.0,,,,,,11,
04f49854-1ed7-4773-a718-f43428599b0c,Mapillary,1137235107332133,0.428186635247398,12620698.0,31125046.0,0.0,614517311,False,,Leuschnerstraße,residential,drive,30,,95.46,31125046.0,12620698.0,,,,,,9,
d9cc09b1-18dc-4c45-a460-6cac2cde065f,Mapillary,1032916698432355,0.4890170078361284,20850565.0,5360386171.0,0.0,315802357,True,2,Theodor-Heuss-Straße,primary,drive,40,,68.013,5360386171.0,20850565.0,B 27a,,,,,,
c8d08b4e-52d3-4530-b7e0-eadf2318b4e0,Mapillary,764483405851226,1.8183602275670985,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,,,,,,
63e4e92f-55b7-46ea-9029-3d71f79b6cc1,Mapillary,785858033721145,0.3882718926480475,3213216.0,1557557230.0,0.0,432575532,False,,Tübinger Straße,residential,drive,30,,109.998,1557557230.0,3213216.0,,,,,,11,
366bdbbf-08f8-4db9-afbf-ea28247dcf61,Mapillary,2480058705524940,0.5182604378560326,96611005.0,3762698389.0,0.0,332373729,False,3,Tübinger Straße,footway,walk,30,,13.206,3762698389.0,96611005.0,B 27a,,yes,,,10,
79d2cad2-d676-4a0e-b8d0-479f96d93045,Mapillary,1122995778761139,2.100532755254694,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,yes,,,,2.5,
e6332ec9-44da-432a-8e1d-d4b662968a75,Mapillary,1681580225989527,2.707358522618389,3213216.0,1557557230.0,0.0,432575532,False,,Tübinger Straße,residential,drive,30,,109.998,1557557230.0,3213216.0,,,,,,11,
c12d62af-6b12-4e28-90db-a728eae25a70,Mapillary,1536759563600915,3.908726306332298,12722802.0,246647970.0,0.0,1153475476,False,,Möhringer Straße,residential,drive,30,,45.732,246647970.0,12722802.0,,,,,,7.5,
6eb652f9-3a31-4da2-98ed-d3e12df24bd2,Mapillary,471254065489414,3.609191104334767,1343655776.0,7281674128.0,0.0,160214727,False,3,Silberburgstraße,footway,walk,40,,7.599,7281674128.0,1343655776.0,,yes,,,,,
e1d36250-4f22-414d-96e0-edd50e08a4f2,Mapillary,399526669777212,2.136409924314045,12620706.0,5535655477.0,0.0,"[52120865, 990446428, 343691335]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,121.374,5535655477.0,12620706.0,,,,,,,
1c6d528d-f6b6-4558-9ddf-86410b96e9e4,Mapillary,1207858946921256,3.630324215348517,18240912.0,873923941.0,0.0,233098541,False,,Königstraße,residential,drive,20,,39.137,873923941.0,18240912.0,,yes,,,,6.5,
f681f34c-782f-4e25-84ee-05c9786818a8,Mapillary,1533672160830245,0.260394728234064,20850565.0,5360386171.0,0.0,315802357,True,2,Theodor-Heuss-Straße,primary,drive,40,,68.013,5360386171.0,20850565.0,B 27a,,,,,,
4db93c58-7b57-4835-9e09-8a107e4515d6,Mapillary,851838896348063,5.888478517716085,18240911.0,3223296566.0,0.0,"[3990004, 368981885]",False,5,Calwer Straße,"['path', 'pedestrian']",walk/cycle,40,,27.581,3223296566.0,18240911.0,,,,,,,
d39587c7-9f74-4d60-a9c0-85126e28d498,Mapillary,371362999391322,0.7485706409354699,352864054.0,425953452.0,0.0,9719608,False,,Silberburgstraße,residential,drive,30,,152.95499999999998,425953452.0,352864054.0,,,,,,11,
